A_symbol,B_symbol,y_exists,S_cos,S_wcos,S_dot,same_group,same_period,source,notes
B,O,0,2.026213710567e-01,4.264812850053e-01,1.487749433572e+01,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(O,Ti)"
B,Os,0,-2.337963224124e-01,-3.048130215696e-02,-8.441112746429e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Ra)"
B,P,0,1.246356855111e-02,5.340294205112e-01,3.610922137945e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Na)"
B,Pa,1,-2.634388543466e-01,-3.722699548502e-01,-1.841165454789e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Pb,0,-1.666001290141e-01,4.903527680518e-01,-4.718546401578e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cf)"
B,Pd,0,-3.074854721745e-01,-2.806769626844e-01,-2.434961177318e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Fm)"
B,Pm,1,-3.104220781094e-01,-1.719090514162e-01,-1.430964540788e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Po,0,-1.625906302834e-01,1.878155204039e-01,-5.955978157971e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cm)"
B,Pr,1,-3.309332061454e-01,-2.232790470874e-01,-1.567975475883e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Pt,0,-1.671533721813e-01,2.414066461497e-01,-4.885008812109e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Ba)"
B,Pu,1,-2.606992097060e-01,-3.736823730465e-01,-1.822701443947e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Ra,1,-3.258443815054e-01,2.356034125102e-01,-1.144488194297e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Rb,1,9.658613986885e-03,2.030019422714e-01,3.261418119132e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Re,0,-2.881330827830e-01,-2.051393464513e-02,-9.566815748169e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cs)"
B,Rf,1,-1.907052086686e-01,-3.172485213482e-01,-2.070802844540e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Rh,0,-2.252315965930e-01,1.418731409271e-02,-9.262430795549e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Fm)"
B,Rn,0,-1.429326832047e-01,2.337325483823e-01,-6.430236401203e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cm)"
B,Ru,0,-2.631978378087e-01,-6.372800976828e-02,-1.001851804788e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Es)"
B,S,0,1.199987812295e-01,5.560311407079e-01,4.807695412179e+00,0,0,matched_negative_sampling,"fallback_matched_from_positive=(B,Th)"
B,Sb,0,-1.660281582581e-01,3.779343442075e-01,-4.831564524267e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,No)"
B,Sc,1,-2.103860925053e-01,1.601429368538e-01,-7.418526099256e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Se,0,-3.132234012719e-02,5.797650696720e-01,-9.637432863469e-01,0,0,matched_negative_sampling,"fallback_matched_from_positive=(B,Th)"
B,Sg,0,-1.664828475205e-01,-2.956214686239e-01,-1.824159163525e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Fr)"
B,Si,0,-4.085456962274e-02,2.466464302761e-01,-1.341854458692e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Na)"
B,Sm,1,-3.123138182302e-01,-2.014547418258e-01,-1.431308619105e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Sn,0,-1.323818554076e-01,4.485688791432e-01,-3.562097849147e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Md)"
B,Sr,1,-3.218649625848e-01,1.986808755978e-01,-9.935176548193e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Ta,1,-2.623409562494e-01,-7.677388232886e-02,-1.022166918868e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Tb,1,-3.045261580741e-01,-2.335442122365e-01,-1.496940782938e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Tc,0,-2.601017065172e-01,-6.190164445237e-02,-9.593216527443e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Es)"
B,Te,0,-9.791996421291e-02,5.502790290400e-01,-2.847255115318e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,No)"
B,Th,1,-1.189580851482e-01,-5.736963802201e-02,-1.453720965729e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Ti,1,-2.023194180594e-01,7.099053983752e-02,-9.927921064089e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Tl,0,-1.169757748735e-01,2.635319099507e-01,-3.893529724385e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cf)"
B,Tm,1,-2.469153821614e-01,-1.946374068806e-01,-1.311284776017e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,U,1,-2.523254254533e-01,-3.471244219321e-01,-1.767166036038e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,V,0,-2.123226978964e-01,4.635132754358e-02,-1.025293114721e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,K)"
B,W,0,-1.398751424750e-01,6.372800422468e-03,-1.277105523351e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Cs)"
B,Xe,0,2.217883857256e-01,3.825203702530e-01,1.489237520403e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Np)"
B,Y,1,-7.214026785944e-02,4.647443658110e-02,-1.634713901023e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Yb,1,-3.058772584136e-01,-2.466148838734e-02,-9.445573139021e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
B,Zn,0,3.203813660963e-01,5.830513860729e-01,1.366337171944e+01,0,0,matched_negative_sampling,"fallback_matched_from_positive=(B,Pu)"
B,Zr,1,-2.728784877268e-01,-9.037994536938e-02,-1.175368936365e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Be,0,-3.480780752996e-01,-3.727530712292e-02,-1.595261130147e+01,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,F)"
Ba,Bi,1,6.670764421241e-01,7.463710275382e-01,2.106536809760e+01,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Bk,0,-2.140008141606e-01,-5.362168263663e-01,-3.289666745564e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bk,Po)"
Ba,Br,1,3.912482875991e-01,5.195353024315e-01,4.257212699455e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,C,1,6.749973099316e-02,2.008206511959e-01,3.851181632525e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Ca,0,1.800338717331e-01,4.346109059339e-01,2.007309361939e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Br)"
Ba,Ce,0,4.026228837358e-01,3.774324842070e-01,5.515918307926e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Po)"
Ba,Cf,0,-2.495063821656e-01,-5.886214268448e-01,-3.930851105668e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cf,Po)"
Ba,Cl,1,-2.092004752566e-01,1.113777869845e-01,-2.309038957514e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Cm,0,-1.857713825109e-01,-5.250886342768e-01,-2.867770843858e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cm,Po)"
Ba,Co,0,2.166148022197e-01,-9.239535797861e-02,3.758758223450e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,C)"
Ba,Cr,0,9.634199880656e-02,4.479288630903e-01,1.138213125107e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,P)"
Ba,Cs,0,3.818174449438e-01,5.589091228246e-01,2.915842045701e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Cs,Po)"
Ba,Cu,0,1.803977141954e-01,4.551531616551e-01,1.105050906856e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Si)"
Ba,Db,0,-3.527843269274e-01,-5.638194158826e-01,-8.432586142396e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Db,Po)"
Ba,Dy,0,4.808186452453e-01,4.212202914335e-01,5.591002108027e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Dy,Po)"
Ba,Er,0,4.953606434826e-01,4.341240207520e-01,5.579743205933e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Er,Po)"
Ba,Es,0,-3.056102829978e-01,-6.251363147882e-01,-5.143351013452e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Es,Po)"
Ba,Eu,0,4.836563240751e-01,4.272201390037e-01,5.286959218076e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Eu,Po)"
Ba,F,1,9.504869367553e-02,1.864460422217e-01,2.562496588148e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Fe,0,1.307278249118e-01,3.425306966773e-01,2.698083261427e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,C)"
Ba,Fm,0,-3.435936572981e-01,-5.583541848810e-01,-8.203486452040e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fm,Po)"
Ba,Fr,0,8.093810249402e-02,2.766526067751e-01,2.788567317258e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fr,Po)"
Ba,Ga,0,3.178996634372e-02,5.017646532152e-01,1.837015571128e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Ge)"
Ba,Gd,0,4.228807755806e-01,4.381637999091e-01,4.293386070835e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Gd,Po)"
Ba,Ge,1,4.870912883747e-01,5.864171972149e-01,4.142738759306e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,H,0,-1.282262548432e-01,-6.049425016506e-02,-2.021202582871e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,N)"
Ba,He,0,-2.209896884057e-01,-1.150481969242e-01,-9.776619830222e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,N)"
Ba,Hf,0,-1.059215289135e-01,1.176580205277e-01,-2.121989555522e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Hf,Po)"
Ba,Ho,0,4.044446065782e-01,3.883612307079e-01,3.808914344082e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ho,Po)"
Ba,I,1,-7.034350960427e-02,2.698454387294e-01,-4.831725013652e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,K,0,-1.281709475955e-01,2.848983442676e-01,-6.183333296294e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Br)"
Ba,La,0,3.928893208051e-01,4.213162228016e-01,3.496615240116e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Po)"
Ba,Li,0,-2.948473182174e-01,1.092717605062e-01,-1.018001857974e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,F)"
Ba,Lr,0,-2.969836826574e-01,-5.296010577610e-01,-7.111297735899e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Lr,Po)"
Ba,Lu,0,3.382563917783e-01,3.466360917722e-01,2.867341916890e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Lu,Po)"
Ba,Md,0,-3.460908677326e-01,-5.598458114321e-01,-8.265167137905e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Md,Po)"
Ba,Mg,0,-2.915021096607e-01,2.663129591622e-01,-5.759107211885e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Cl)"
Ba,Mn,0,3.778771935702e-01,3.425377092368e-01,3.892624375939e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,P)"
Ba,Mo,0,2.613680320965e-01,5.264364789653e-01,1.408316742749e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Sb)"
Ba,N,1,-2.650116302088e-01,-3.345070514989e-02,-3.382697200642e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Na,0,-3.391370093254e-01,8.311757298662e-02,-1.259012349766e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Cl)"
Ba,Nb,0,2.215540946954e-01,-8.759766026790e-02,3.850860231959e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Sb)"
Ba,Nd,0,4.347088066577e-01,4.020179405236e-01,5.003523733812e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Bi)"
Ba,Ne,0,-3.168299451168e-01,-1.652441921589e-01,-9.334219694596e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,O)"
Ba,Ni,0,2.451729441470e-01,3.362193886288e-01,1.721878000840e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Si)"
Ba,No,0,-3.473119932247e-01,-5.605734045485e-01,-8.295478789245e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(No,Po)"
Ba,Np,0,-2.272864391204e-01,-5.597082974516e-01,-3.491778996626e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Np,Po)"
Ba,O,1,-2.507468083591e-01,4.718828905770e-02,-4.045805742658e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,P,1,-1.491290513709e-02,2.913923555996e-01,-9.494301986737e-02,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Pa,0,-2.189257509982e-01,-5.471923021309e-01,-3.362287962462e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pa,Po)"
Ba,Pb,1,2.511710731211e-01,4.333793858202e-01,1.563246938296e+00,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Pm,0,2.952754318867e-01,2.527170509619e-01,2.991084294108e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Pm,Po)"
Ba,Po,1,7.194698181639e-02,1.246594778676e-01,5.791555608067e-01,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Pr,0,4.092991975576e-01,4.049256774734e-01,4.261523433925e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Bi)"
Ba,Rb,0,2.432295295390e-01,4.750653739537e-01,1.804816441812e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,I)"
Ba,Ru,0,3.674815332334e-01,4.068079740894e-01,3.073843527912e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Sn)"
Ba,S,1,-7.432616864832e-02,2.940149297730e-01,-6.543753414273e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Sb,1,2.040932881962e-01,2.924945015324e-01,1.305148188972e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Sc,0,3.590427284785e-01,5.978236712297e-01,2.782094039589e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,S)"
Ba,Se,1,-3.575403534197e-03,2.594550303741e-01,-2.417448875794e-02,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Si,1,1.536844740814e-01,4.355561912661e-01,1.109225481720e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Sm,0,4.212224267237e-01,4.346572920189e-01,4.242077918084e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Pb)"
Ba,Sn,1,2.431612367215e-01,4.872660936738e-01,1.437794420196e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Sr,0,5.451671806628e-01,6.464668970026e-01,3.697912732155e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,I)"
Ba,Tb,0,4.354735701002e-01,4.395477775898e-01,4.703995393368e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Pb)"
Ba,Tc,0,3.713632878159e-01,4.038598144596e-01,3.009851593099e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Sn)"
Ba,Te,1,1.022411783783e-01,3.213968735032e-01,6.532900609122e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ba,Ti,0,3.357784770236e-01,5.610541765298e-01,3.620751106954e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Se)"
Ba,V,0,3.448480063644e-01,5.698600360891e-01,3.659353839267e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Se)"
Ba,Y,0,1.001708040548e-01,5.607529834786e-01,4.988043518272e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Te)"
Ba,Zn,0,-1.086314992498e-01,2.920623744431e-01,-1.018055552883e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Ge)"
Ba,Zr,0,3.726595232078e-01,4.101844944027e-01,3.527298404123e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,Te)"
Be,Bh,0,-1.605026061026e-01,-2.778322304597e-01,-1.687753065299e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bh,F)"
Be,Bi,1,-6.133405521684e-02,4.628078938298e-02,-8.469001672315e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Bk,0,-2.554113153712e-01,-3.244595228755e-01,-1.716776274868e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bk,F)"
Be,Br,1,9.797554865750e-02,4.285547764965e-01,4.661521520785e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,C,1,1.891878475606e-02,2.437361964873e-01,4.719785762888e+00,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Ca,0,2.771931881022e-01,1.331944470926e-01,1.351386986271e+01,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Br)"
Be,Ce,0,-3.492755120774e-01,-2.142725990755e-01,-2.092303100579e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Po)"
Be,Cf,0,-2.549220525323e-01,-3.517890855548e-01,-1.756100762574e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cf,F)"
Be,Cl,1,3.000675734537e-01,5.469571457246e-01,1.448187351094e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Cm,0,-2.607281376018e-01,-3.291418807554e-01,-1.759910670642e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cm,F)"
Be,Co,0,-3.994553462986e-01,-3.152691221376e-01,-3.030830081236e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,N)"
Be,Cr,0,1.629528013879e-01,5.445332528511e-02,8.417960005642e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,P)"
Be,Cs,0,-3.497308211829e-01,-3.677669067899e-02,-1.167828917005e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cs,F)"
Be,Cu,0,-1.331706057779e-02,3.870814844577e-01,-3.566947526175e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Si)"
Be,Db,0,-1.823821641865e-01,-2.967142358730e-01,-1.906210944747e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Db,F)"
Be,Dy,0,-3.417208672828e-01,-1.796429712283e-01,-1.737468523880e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Dy,F)"
Be,Er,0,-3.427598735734e-01,-1.752827206822e-01,-1.688183990162e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Er,F)"
Be,Es,0,-2.458271877054e-01,-3.617441378988e-01,-1.809027646871e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Es,F)"
Be,Eu,0,-3.120948920804e-01,-1.271346011034e-01,-1.491738988007e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Eu,F)"
Be,F,1,2.671164283855e-01,4.333725830480e-01,3.148870734955e+01,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Fe,0,-8.682468347384e-02,2.722523780071e-02,-7.835516169911e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Ge)"
Be,Fm,0,-1.903638483673e-01,-3.035732818002e-01,-1.987352442828e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fm,O)"
Be,Fr,0,-1.352342960432e-01,-1.180342454660e-01,-2.037286227187e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fr,O)"
Be,Ga,0,2.322105747633e-01,3.169985641358e-01,5.867348073336e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,C)"
Be,Gd,0,-3.841441194457e-01,-1.962800945248e-01,-1.705349036250e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Gd,O)"
Be,Ge,1,-1.309031155455e-01,1.721116735999e-01,-4.868153441518e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,H,0,1.328749350086e-01,4.818711652151e-01,9.158261541766e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,O)"
Be,He,0,3.784863618037e-01,4.476722668193e-01,7.321567038277e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,O)"
Be,Hf,0,-1.743483357724e-01,-4.736820556892e-02,-1.527263235167e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Hf,O)"
Be,Ho,0,-4.601417926339e-01,-2.288413349579e-01,-1.894832949634e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ho,O)"
Be,Hs,0,-1.636554274435e-01,-2.805628123224e-01,-1.718961333792e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Hs,O)"
Be,I,1,1.150828918296e-01,5.035886691563e-01,3.456416212127e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,K,0,1.112800317756e-01,3.433960928644e-01,2.347401580195e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Br)"
Be,Kr,0,6.493045168153e-01,5.411761356872e-01,6.624293041213e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,C)"
Be,La,0,-4.311540615114e-01,-2.019375325642e-01,-1.677827056348e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Po)"
Be,Li,0,7.348662383866e-01,7.883817087994e-01,1.109422000685e+02,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,F)"
Be,Lr,0,-2.267566763085e-01,-3.348308314875e-01,-2.374178930794e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Lr,O)"
Be,Lu,0,-4.075339020772e-01,-9.801184864321e-02,-1.510547215513e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Lu,O)"
Be,Md,0,-1.882244028282e-01,-3.017357212354e-01,-1.965506654883e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Md,O)"
Be,Mg,0,9.809857675290e-01,8.596138087510e-01,8.474483880457e+01,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Cl)"
Be,Mn,0,-1.702657857648e-01,2.813263913368e-02,-7.669310018998e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Ge)"
Be,Mo,0,-7.799471494046e-02,-7.553363765919e-02,-1.837596435298e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Sb)"
Be,N,1,3.843386545077e-01,5.685937430288e-01,2.145108905779e+01,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Na,0,6.692445246795e-01,7.400660615279e-01,1.086367390797e+02,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Cl)"
Be,Nb,0,-3.981229754470e-01,-3.135687256358e-01,-3.025744875715e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Sb)"
Be,Nd,0,-4.069557182765e-01,-2.373114639165e-01,-2.048150052936e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Bi)"
Be,Ne,0,4.156349050747e-01,5.159881070191e-01,5.354277784201e+01,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,F)"
Be,Ni,0,-3.193472192574e-01,1.126828188366e-03,-9.806862001407e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,N)"
Be,No,0,-1.871703803381e-01,-3.008301918682e-01,-1.954771010522e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(No,O)"
Be,Np,0,-2.562615738777e-01,-3.367496688162e-01,-1.721447581804e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Np,O)"
Be,O,1,3.570740518777e-01,5.141453456559e-01,2.519213613767e+01,0,1,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,P,1,1.069443248475e-01,5.126227803385e-01,2.977115056983e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Pb,1,-2.647577614179e-01,2.697768983268e-01,-7.205162104405e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Be,Pm,0,-4.515031359826e-01,-2.409939788308e-01,-1.999858186888e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,Pb)"
